"dname"	"task"	"irep"	"kfname"	"acc"	"label"
"334"	"eubm"	"age"	34	"dot_wken_hb_mult"	0.7	"mult weight (hb)"
"335"	"eubm"	"age"	35	"dot_wken_hb_mult"	0.58	"mult weight (hb)"
"336"	"eubm"	"age"	36	"dot_wken_hb_mult"	0.73	"mult weight (hb)"
"337"	"eubm"	"age"	37	"dot_wken_hb_mult"	0.72	"mult weight (hb)"
"338"	"eubm"	"age"	38	"dot_wken_hb_mult"	0.65	"mult weight (hb)"
"339"	"eubm"	"age"	39	"dot_wken_hb_mult"	0.65	"mult weight (hb)"
"340"	"eubm"	"age"	40	"dot_wken_hb_mult"	0.63	"mult weight (hb)"
"341"	"eubm"	"age"	41	"dot_wken_hb_mult"	0.5	"mult weight (hb)"
"342"	"eubm"	"age"	42	"dot_wken_hb_mult"	0.63	"mult weight (hb)"
"343"	"eubm"	"age"	43	"dot_wken_hb_mult"	0.61	"mult weight (hb)"
"344"	"eubm"	"age"	44	"dot_wken_hb_mult"	0.65	"mult weight (hb)"
"345"	"eubm"	"age"	45	"dot_wken_hb_mult"	0.66	"mult weight (hb)"
"346"	"eubm"	"age"	46	"dot_wken_hb_mult"	0.59	"mult weight (hb)"
"347"	"eubm"	"age"	47	"dot_wken_hb_mult"	0.56	"mult weight (hb)"
"348"	"eubm"	"age"	48	"dot_wken_hb_mult"	0.59	"mult weight (hb)"
"349"	"eubm"	"age"	49	"dot_wken_hb_mult"	0.65	"mult weight (hb)"
"350"	"eubm"	"age"	50	"dot_wken_hb_mult"	0.66	"mult weight (hb)"
"351"	"eubm"	"age"	1	"dot_kenat1"	0.65	"standard (or top-6)"
"352"	"eubm"	"age"	2	"dot_kenat1"	0.52	"standard (or top-6)"
"353"	"eubm"	"age"	3	"dot_kenat1"	0.59	"standard (or top-6)"
"354"	"eubm"	"age"	4	"dot_kenat1"	0.61	"standard (or top-6)"
"355"	"eubm"	"age"	5	"dot_kenat1"	0.66	"standard (or top-6)"
"356"	"eubm"	"age"	6	"dot_kenat1"	0.62	"standard (or top-6)"
"357"	"eubm"	"age"	7	"dot_kenat1"	0.52	"standard (or top-6)"
"358"	"eubm"	"age"	8	"dot_kenat1"	0.68	"standard (or top-6)"
"359"	"eubm"	"age"	9	"dot_kenat1"	0.59	"standard (or top-6)"
"360"	"eubm"	"age"	10	"dot_kenat1"	0.67	"standard (or top-6)"
"361"	"eubm"	"age"	11	"dot_kenat1"	0.66	"standard (or top-6)"
"362"	"eubm"	"age"	12	"dot_kenat1"	0.63	"standard (or top-6)"
"363"	"eubm"	"age"	13	"dot_kenat1"	0.59	"standard (or top-6)"
"364"	"eubm"	"age"	14	"dot_kenat1"	0.65	"standard (or top-6)"
"365"	"eubm"	"age"	15	"dot_kenat1"	0.66	"standard (or top-6)"
"366"	"eubm"	"age"	16	"dot_kenat1"	0.59	"standard (or top-6)"
"367"	"eubm"	"age"	17	"dot_kenat1"	0.6	"standard (or top-6)"
"368"	"eubm"	"age"	18	"dot_kenat1"	0.61	"standard (or top-6)"
"369"	"eubm"	"age"	19	"dot_kenat1"	0.6	"standard (or top-6)"
"370"	"eubm"	"age"	20	"dot_kenat1"	0.63	"standard (or top-6)"
"371"	"eubm"	"age"	21	"dot_kenat1"	0.65	"standard (or top-6)"
"372"	"eubm"	"age"	22	"dot_kenat1"	0.64	"standard (or top-6)"
"373"	"eubm"	"age"	23	"dot_kenat1"	0.59	"standard (or top-6)"
"374"	"eubm"	"age"	24	"dot_kenat1"	0.68	"standard (or top-6)"
"375"	"eubm"	"age"	25	"dot_kenat1"	0.7	"standard (or top-6)"
"376"	"eubm"	"age"	26	"dot_kenat1"	0.69	"standard (or top-6)"
"377"	"eubm"	"age"	27	"dot_kenat1"	0.64	"standard (or top-6)"
"378"	"eubm"	"age"	28	"dot_kenat1"	0.6	"standard (or top-6)"
"379"	"eubm"	"age"	29	"dot_kenat1"	0.6	"standard (or top-6)"
"380"	"eubm"	"age"	30	"dot_kenat1"	0.64	"standard (or top-6)"
"381"	"eubm"	"age"	31	"dot_kenat1"	0.67	"standard (or top-6)"
"382"	"eubm"	"age"	32	"dot_kenat1"	0.66	"standard (or top-6)"
"383"	"eubm"	"age"	33	"dot_kenat1"	0.56	"standard (or top-6)"
"384"	"eubm"	"age"	34	"dot_kenat1"	0.7	"standard (or top-6)"
"385"	"eubm"	"age"	35	"dot_kenat1"	0.62	"standard (or top-6)"
"386"	"eubm"	"age"	36	"dot_kenat1"	0.7	"standard (or top-6)"
"387"	"eubm"	"age"	37	"dot_kenat1"	0.74	"standard (or top-6)"
"388"	"eubm"	"age"	38	"dot_kenat1"	0.7	"standard (or top-6)"
"389"	"eubm"	"age"	39	"dot_kenat1"	0.61	"standard (or top-6)"
"390"	"eubm"	"age"	40	"dot_kenat1"	0.6	"standard (or top-6)"
"391"	"eubm"	"age"	41	"dot_kenat1"	0.5	"standard (or top-6)"
"392"	"eubm"	"age"	42	"dot_kenat1"	0.68	"standard (or top-6)"
"393"	"eubm"	"age"	43	"dot_kenat1"	0.59	"standard (or top-6)"
"394"	"eubm"	"age"	44	"dot_kenat1"	0.62	"standard (or top-6)"
"395"	"eubm"	"age"	45	"dot_kenat1"	0.65	"standard (or top-6)"
"396"	"eubm"	"age"	46	"dot_kenat1"	0.54	"standard (or top-6)"
"397"	"eubm"	"age"	47	"dot_kenat1"	0.57	"standard (or top-6)"
"398"	"eubm"	"age"	48	"dot_kenat1"	0.64	"standard (or top-6)"
"399"	"eubm"	"age"	49	"dot_kenat1"	0.63	"standard (or top-6)"
"400"	"eubm"	"age"	50	"dot_kenat1"	0.63	"standard (or top-6)"
"401"	"eubm"	"age"	1	"dot_kenat2"	0.64	"top-5"
"402"	"eubm"	"age"	2	"dot_kenat2"	0.58	"top-5"
"403"	"eubm"	"age"	3	"dot_kenat2"	0.59	"top-5"
"404"	"eubm"	"age"	4	"dot_kenat2"	0.57	"top-5"
"405"	"eubm"	"age"	5	"dot_kenat2"	0.68	"top-5"
"406"	"eubm"	"age"	6	"dot_kenat2"	0.61	"top-5"
"407"	"eubm"	"age"	7	"dot_kenat2"	0.58	"top-5"
"408"	"eubm"	"age"	8	"dot_kenat2"	0.64	"top-5"
"409"	"eubm"	"age"	9	"dot_kenat2"	0.58	"top-5"
"410"	"eubm"	"age"	10	"dot_kenat2"	0.65	"top-5"
"411"	"eubm"	"age"	11	"dot_kenat2"	0.64	"top-5"
"412"	"eubm"	"age"	12	"dot_kenat2"	0.64	"top-5"
"413"	"eubm"	"age"	13	"dot_kenat2"	0.63	"top-5"
"414"	"eubm"	"age"	14	"dot_kenat2"	0.68	"top-5"
"415"	"eubm"	"age"	15	"dot_kenat2"	0.7	"top-5"
"416"	"eubm"	"age"	16	"dot_kenat2"	0.64	"top-5"
"417"	"eubm"	"age"	17	"dot_kenat2"	0.57	"top-5"
"418"	"eubm"	"age"	18	"dot_kenat2"	0.61	"top-5"
"419"	"eubm"	"age"	19	"dot_kenat2"	0.63	"top-5"
"420"	"eubm"	"age"	20	"dot_kenat2"	0.6	"top-5"
"421"	"eubm"	"age"	21	"dot_kenat2"	0.63	"top-5"
"422"	"eubm"	"age"	22	"dot_kenat2"	0.71	"top-5"
"423"	"eubm"	"age"	23	"dot_kenat2"	0.59	"top-5"
"424"	"eubm"	"age"	24	"dot_kenat2"	0.63	"top-5"
"425"	"eubm"	"age"	25	"dot_kenat2"	0.68	"top-5"
"426"	"eubm"	"age"	26	"dot_kenat2"	0.67	"top-5"
"427"	"eubm"	"age"	27	"dot_kenat2"	0.63	"top-5"
"428"	"eubm"	"age"	28	"dot_kenat2"	0.58	"top-5"
"429"	"eubm"	"age"	29	"dot_kenat2"	0.59	"top-5"
"430"	"eubm"	"age"	30	"dot_kenat2"	0.62	"top-5"
"431"	"eubm"	"age"	31	"dot_kenat2"	0.74	"top-5"
"432"	"eubm"	"age"	32	"dot_kenat2"	0.66	"top-5"
"433"	"eubm"	"age"	33	"dot_kenat2"	0.58	"top-5"
"434"	"eubm"	"age"	34	"dot_kenat2"	0.59	"top-5"
"435"	"eubm"	"age"	35	"dot_kenat2"	0.58	"top-5"
"436"	"eubm"	"age"	36	"dot_kenat2"	0.71	"top-5"
"437"	"eubm"	"age"	37	"dot_kenat2"	0.71	"top-5"
"438"	"eubm"	"age"	38	"dot_kenat2"	0.72	"top-5"
"439"	"eubm"	"age"	39	"dot_kenat2"	0.59	"top-5"
"440"	"eubm"	"age"	40	"dot_kenat2"	0.57	"top-5"
"441"	"eubm"	"age"	41	"dot_kenat2"	0.54	"top-5"
"442"	"eubm"	"age"	42	"dot_kenat2"	0.71	"top-5"
"443"	"eubm"	"age"	43	"dot_kenat2"	0.57	"top-5"
"444"	"eubm"	"age"	44	"dot_kenat2"	0.69	"top-5"
"445"	"eubm"	"age"	45	"dot_kenat2"	0.63	"top-5"
"446"	"eubm"	"age"	46	"dot_kenat2"	0.6	"top-5"
"447"	"eubm"	"age"	47	"dot_kenat2"	0.59	"top-5"
"448"	"eubm"	"age"	48	"dot_kenat2"	0.67	"top-5"
"449"	"eubm"	"age"	49	"dot_kenat2"	0.66	"top-5"
"450"	"eubm"	"age"	50	"dot_kenat2"	0.66	"top-5"
"451"	"eubm"	"age"	1	"dot_kenat3"	0.62	"top-4"
"452"	"eubm"	"age"	2	"dot_kenat3"	0.49	"top-4"
"453"	"eubm"	"age"	3	"dot_kenat3"	0.57	"top-4"
"454"	"eubm"	"age"	4	"dot_kenat3"	0.62	"top-4"
"455"	"eubm"	"age"	5	"dot_kenat3"	0.67	"top-4"
"456"	"eubm"	"age"	6	"dot_kenat3"	0.65	"top-4"
"457"	"eubm"	"age"	7	"dot_kenat3"	0.61	"top-4"
"458"	"eubm"	"age"	8	"dot_kenat3"	0.65	"top-4"
"459"	"eubm"	"age"	9	"dot_kenat3"	0.57	"top-4"
"460"	"eubm"	"age"	10	"dot_kenat3"	0.7	"top-4"
"461"	"eubm"	"age"	11	"dot_kenat3"	0.66	"top-4"
"462"	"eubm"	"age"	12	"dot_kenat3"	0.61	"top-4"
"463"	"eubm"	"age"	13	"dot_kenat3"	0.63	"top-4"
"464"	"eubm"	"age"	14	"dot_kenat3"	0.67	"top-4"
"465"	"eubm"	"age"	15	"dot_kenat3"	0.63	"top-4"
"466"	"eubm"	"age"	16	"dot_kenat3"	0.62	"top-4"
"467"	"eubm"	"age"	17	"dot_kenat3"	0.6	"top-4"
"468"	"eubm"	"age"	18	"dot_kenat3"	0.63	"top-4"
"469"	"eubm"	"age"	19	"dot_kenat3"	0.66	"top-4"
"470"	"eubm"	"age"	20	"dot_kenat3"	0.67	"top-4"
"471"	"eubm"	"age"	21	"dot_kenat3"	0.67	"top-4"
"472"	"eubm"	"age"	22	"dot_kenat3"	0.74	"top-4"
"473"	"eubm"	"age"	23	"dot_kenat3"	0.59	"top-4"
"474"	"eubm"	"age"	24	"dot_kenat3"	0.63	"top-4"
"475"	"eubm"	"age"	25	"dot_kenat3"	0.68	"top-4"
"476"	"eubm"	"age"	26	"dot_kenat3"	0.68	"top-4"
"477"	"eubm"	"age"	27	"dot_kenat3"	0.69	"top-4"
"478"	"eubm"	"age"	28	"dot_kenat3"	0.67	"top-4"
"479"	"eubm"	"age"	29	"dot_kenat3"	0.56	"top-4"
"480"	"eubm"	"age"	30	"dot_kenat3"	0.62	"top-4"
"481"	"eubm"	"age"	31	"dot_kenat3"	0.71	"top-4"
"482"	"eubm"	"age"	32	"dot_kenat3"	0.63	"top-4"
"483"	"eubm"	"age"	33	"dot_kenat3"	0.57	"top-4"
"484"	"eubm"	"age"	34	"dot_kenat3"	0.63	"top-4"
"485"	"eubm"	"age"	35	"dot_kenat3"	0.57	"top-4"
"486"	"eubm"	"age"	36	"dot_kenat3"	0.68	"top-4"
"487"	"eubm"	"age"	37	"dot_kenat3"	0.72	"top-4"
"488"	"eubm"	"age"	38	"dot_kenat3"	0.69	"top-4"
"489"	"eubm"	"age"	39	"dot_kenat3"	0.57	"top-4"
"490"	"eubm"	"age"	40	"dot_kenat3"	0.63	"top-4"
"491"	"eubm"	"age"	41	"dot_kenat3"	0.51	"top-4"
"492"	"eubm"	"age"	42	"dot_kenat3"	0.62	"top-4"
"493"	"eubm"	"age"	43	"dot_kenat3"	0.69	"top-4"
"494"	"eubm"	"age"	44	"dot_kenat3"	0.66	"top-4"
"495"	"eubm"	"age"	45	"dot_kenat3"	0.66	"top-4"
"496"	"eubm"	"age"	46	"dot_kenat3"	0.54	"top-4"
"497"	"eubm"	"age"	47	"dot_kenat3"	0.54	"top-4"
"498"	"eubm"	"age"	48	"dot_kenat3"	0.66	"top-4"
"499"	"eubm"	"age"	49	"dot_kenat3"	0.63	"top-4"
"500"	"eubm"	"age"	50	"dot_kenat3"	0.62	"top-4"
"501"	"eubm"	"age"	1	"dot_kenat4"	0.63	"top-3"
"502"	"eubm"	"age"	2	"dot_kenat4"	0.5	"top-3"
"503"	"eubm"	"age"	3	"dot_kenat4"	0.58	"top-3"
"504"	"eubm"	"age"	4	"dot_kenat4"	0.57	"top-3"
"505"	"eubm"	"age"	5	"dot_kenat4"	0.63	"top-3"
"506"	"eubm"	"age"	6	"dot_kenat4"	0.66	"top-3"
"507"	"eubm"	"age"	7	"dot_kenat4"	0.57	"top-3"
"508"	"eubm"	"age"	8	"dot_kenat4"	0.69	"top-3"
"509"	"eubm"	"age"	9	"dot_kenat4"	0.59	"top-3"
"510"	"eubm"	"age"	10	"dot_kenat4"	0.61	"top-3"
"511"	"eubm"	"age"	11	"dot_kenat4"	0.63	"top-3"
"512"	"eubm"	"age"	12	"dot_kenat4"	0.62	"top-3"
"513"	"eubm"	"age"	13	"dot_kenat4"	0.63	"top-3"
"514"	"eubm"	"age"	14	"dot_kenat4"	0.63	"top-3"
"515"	"eubm"	"age"	15	"dot_kenat4"	0.66	"top-3"
"516"	"eubm"	"age"	16	"dot_kenat4"	0.61	"top-3"
"517"	"eubm"	"age"	17	"dot_kenat4"	0.65	"top-3"
"518"	"eubm"	"age"	18	"dot_kenat4"	0.65	"top-3"
"519"	"eubm"	"age"	19	"dot_kenat4"	0.61	"top-3"
"520"	"eubm"	"age"	20	"dot_kenat4"	0.58	"top-3"
"521"	"eubm"	"age"	21	"dot_kenat4"	0.64	"top-3"
"522"	"eubm"	"age"	22	"dot_kenat4"	0.67	"top-3"
"523"	"eubm"	"age"	23	"dot_kenat4"	0.62	"top-3"
"524"	"eubm"	"age"	24	"dot_kenat4"	0.66	"top-3"
"525"	"eubm"	"age"	25	"dot_kenat4"	0.63	"top-3"
"526"	"eubm"	"age"	26	"dot_kenat4"	0.67	"top-3"
"527"	"eubm"	"age"	27	"dot_kenat4"	0.63	"top-3"
"528"	"eubm"	"age"	28	"dot_kenat4"	0.57	"top-3"
"529"	"eubm"	"age"	29	"dot_kenat4"	0.57	"top-3"
"530"	"eubm"	"age"	30	"dot_kenat4"	0.68	"top-3"
"531"	"eubm"	"age"	31	"dot_kenat4"	0.69	"top-3"
"532"	"eubm"	"age"	32	"dot_kenat4"	0.62	"top-3"
"533"	"eubm"	"age"	33	"dot_kenat4"	0.58	"top-3"
"534"	"eubm"	"age"	34	"dot_kenat4"	0.7	"top-3"
"535"	"eubm"	"age"	35	"dot_kenat4"	0.57	"top-3"
"536"	"eubm"	"age"	36	"dot_kenat4"	0.71	"top-3"
"537"	"eubm"	"age"	37	"dot_kenat4"	0.68	"top-3"
"538"	"eubm"	"age"	38	"dot_kenat4"	0.67	"top-3"
"539"	"eubm"	"age"	39	"dot_kenat4"	0.66	"top-3"
"540"	"eubm"	"age"	40	"dot_kenat4"	0.61	"top-3"
"541"	"eubm"	"age"	41	"dot_kenat4"	0.54	"top-3"
"542"	"eubm"	"age"	42	"dot_kenat4"	0.58	"top-3"
"543"	"eubm"	"age"	43	"dot_kenat4"	0.63	"top-3"
"544"	"eubm"	"age"	44	"dot_kenat4"	0.66	"top-3"
"545"	"eubm"	"age"	45	"dot_kenat4"	0.64	"top-3"
"546"	"eubm"	"age"	46	"dot_kenat4"	0.59	"top-3"
"547"	"eubm"	"age"	47	"dot_kenat4"	0.59	"top-3"
"548"	"eubm"	"age"	48	"dot_kenat4"	0.63	"top-3"
"549"	"eubm"	"age"	49	"dot_kenat4"	0.57	"top-3"
"550"	"eubm"	"age"	50	"dot_kenat4"	0.65	"top-3"
"551"	"eubm"	"age"	1	"dot_kenat5"	0.54	"top-2"
"552"	"eubm"	"age"	2	"dot_kenat5"	0.54	"top-2"
"553"	"eubm"	"age"	3	"dot_kenat5"	0.57	"top-2"
"554"	"eubm"	"age"	4	"dot_kenat5"	0.55	"top-2"
"555"	"eubm"	"age"	5	"dot_kenat5"	0.65	"top-2"
"556"	"eubm"	"age"	6	"dot_kenat5"	0.55	"top-2"
"557"	"eubm"	"age"	7	"dot_kenat5"	0.53	"top-2"
"558"	"eubm"	"age"	8	"dot_kenat5"	0.64	"top-2"
"559"	"eubm"	"age"	9	"dot_kenat5"	0.53	"top-2"
"560"	"eubm"	"age"	10	"dot_kenat5"	0.57	"top-2"
"561"	"eubm"	"age"	11	"dot_kenat5"	0.63	"top-2"
"562"	"eubm"	"age"	12	"dot_kenat5"	0.6	"top-2"
"563"	"eubm"	"age"	13	"dot_kenat5"	0.64	"top-2"
"564"	"eubm"	"age"	14	"dot_kenat5"	0.58	"top-2"
"565"	"eubm"	"age"	15	"dot_kenat5"	0.6	"top-2"
"566"	"eubm"	"age"	16	"dot_kenat5"	0.61	"top-2"
"567"	"eubm"	"age"	17	"dot_kenat5"	0.52	"top-2"
"568"	"eubm"	"age"	18	"dot_kenat5"	0.52	"top-2"
"569"	"eubm"	"age"	19	"dot_kenat5"	0.59	"top-2"
"570"	"eubm"	"age"	20	"dot_kenat5"	0.63	"top-2"
"571"	"eubm"	"age"	21	"dot_kenat5"	0.55	"top-2"
"572"	"eubm"	"age"	22	"dot_kenat5"	0.64	"top-2"
"573"	"eubm"	"age"	23	"dot_kenat5"	0.55	"top-2"
"574"	"eubm"	"age"	24	"dot_kenat5"	0.66	"top-2"
"575"	"eubm"	"age"	25	"dot_kenat5"	0.71	"top-2"
"576"	"eubm"	"age"	26	"dot_kenat5"	0.62	"top-2"
"577"	"eubm"	"age"	27	"dot_kenat5"	0.59	"top-2"
"578"	"eubm"	"age"	28	"dot_kenat5"	0.59	"top-2"
"579"	"eubm"	"age"	29	"dot_kenat5"	0.61	"top-2"
"580"	"eubm"	"age"	30	"dot_kenat5"	0.53	"top-2"
"581"	"eubm"	"age"	31	"dot_kenat5"	0.62	"top-2"
"582"	"eubm"	"age"	32	"dot_kenat5"	0.58	"top-2"
"583"	"eubm"	"age"	33	"dot_kenat5"	0.52	"top-2"
"584"	"eubm"	"age"	34	"dot_kenat5"	0.69	"top-2"
"585"	"eubm"	"age"	35	"dot_kenat5"	0.48	"top-2"
"586"	"eubm"	"age"	36	"dot_kenat5"	0.67	"top-2"
"587"	"eubm"	"age"	37	"dot_kenat5"	0.59	"top-2"
"588"	"eubm"	"age"	38	"dot_kenat5"	0.67	"top-2"
"589"	"eubm"	"age"	39	"dot_kenat5"	0.63	"top-2"
"590"	"eubm"	"age"	40	"dot_kenat5"	0.6	"top-2"
"591"	"eubm"	"age"	41	"dot_kenat5"	0.54	"top-2"
"592"	"eubm"	"age"	42	"dot_kenat5"	0.58	"top-2"
"593"	"eubm"	"age"	43	"dot_kenat5"	0.54	"top-2"
"594"	"eubm"	"age"	44	"dot_kenat5"	0.55	"top-2"
"595"	"eubm"	"age"	45	"dot_kenat5"	0.59	"top-2"
"596"	"eubm"	"age"	46	"dot_kenat5"	0.61	"top-2"
"597"	"eubm"	"age"	47	"dot_kenat5"	0.59	"top-2"
"598"	"eubm"	"age"	48	"dot_kenat5"	0.57	"top-2"
"599"	"eubm"	"age"	49	"dot_kenat5"	0.56	"top-2"
"600"	"eubm"	"age"	50	"dot_kenat5"	0.67	"top-2"
